O que é ENGENHARIA DE RESERV ATÓRIOS I 3º ANO – 2º SEMESTRE 2025 - 2026 1 Docente?	Prof. Dr. Geraldo A. R. Ramos 1Geraldo Ramos, BSc, MSc, PhD
Resuma: Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD SOLUÇÃO Antes de responder devemos elaborar uma tabela.	Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD SOLUÇÃO Antes de responder devemos elaborar uma tabela. O factor de compressibilidade foi calculado usando o programa similar ao do projecto. O factor volume-formação de gás, e volume de gás foram calculados usando as equações seguintes: Bg = 0, 02827 zT p Gp = 43.560Ahϕ(1 − swi) Bg A pressão inicial é 2600 psia e a pressão de abandono é 400 psia. O número de parâmetros depende do estudante. Os resultados estão ilustrados na Tabela 6.22 Tabela 6.22: Tabela da solução do exercício 3 da Aula 13 (a) volume do gás produzido em função a factor volume-formação de gás; SOLUÇÃO Solução ilustrada na gura 6.24 Figura 6.24: B g versus G p 72
Resuma: Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD (b) Volume do gás produzido em função do factor de compressibilidade; SOLUÇÃO Solução ilustrada na gura 6.25 Figura 6.25: Factor de compressibilidade versus G p (c) Volume do gás produzido em função da pressão SOLUÇÃO Solução ilustrada na gura 6.26 Figura 6.26: Pressão versus G p 73	Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD (b) Volume do gás produzido em função do factor de compressibilidade; SOLUÇÃO Solução ilustrada na gura 6.25 Figura 6.25: Factor de compressibilidade versus G p (c) Volume do gás produzido em função da pressão SOLUÇÃO Solução ilustrada na gura 6.26 Figura 6.26: Pressão versus G p 73
O que são stórico de produção de um reservatório que produz sob o mecanismo de capa de gás?	ilustrados na tabela 6
Resuma: Solução - Equação de Balanço de Materiais AULA 10 e 11 - Introdução.	Solução - Equação de Balanço de Materiais AULA 10 e 11 - Introdução. EBM Generalizada. Equação de Balanço de Materiais em reservatórios de óleo 1. Os dados de propriedades dos uidos e o histórico de produção de um reservatório que produz sob o mecanismo de capa de gás são ilustrados na tabela 6.23: Tabela 6.23: Propriedades dos uidos e o histórico de produção A pressão de bolha do óleo é de 234,18 kgf/cm 2 e não há produção ou in uxo de água. Com auxílio da EBM, pede-se para determinar: (a) O volume original de óleo SOLUÇÃO Na presença de capa de gás, os efeitos de contração do volume poroso e expansão da água conata podem ser desprezados e o balanço de materiais é representado pela equação 6.18: F Eo = N + mN Eg Eo (6.18) onde F = Np [Bo + (Rp − Rs)Bg] (6.19) Eo = (Bo − Boi) + (Rsi − Rs)Bg (6.20) Eg = Boi  Bg Bgi − 1  (6.21) Colocando-se os valores de F/E o versus Eg/Eo no sistema de coordenadas cartesianas e ajustando- se uma recta aos pontos, obtém-se a tabela 6.24 e o grá co ilustrado na gura 6.27. O coe ciente linear da recta, obtém-se: N=22,125 ×106m3std. 74
O que é 27?	igual a 8,1434 ×106m3std
Resuma: Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD Tabela 6.24: Valores das variáveis dependente e independente Figura 6.27: Grá co F/ Eo versus Eg/Eo.	Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD Tabela 6.24: Valores das variáveis dependente e independente Figura 6.27: Grá co F/ Eo versus Eg/Eo. (b) O volume original de gás capa SOLUÇÃO A inclinação da recta da gura 6.27 é igual a 8,1434 ×106m3std. Como o coe ciente da equa- ção 6.18 é mN, tem-se que mN=8,1434 ×106m3std. Mas, m = GBgi N Boi Logo G = mN Boi Bgi = 8, 1434 × 106 × 1, 2511 0, 00488 = 2, 088m3std O valor de m é calculado como: m = mN m = 8, 1434 × 106 22, 125 × 106 = 0, 368 Veri cação: se os resultados estão correctos, um grá co de F versus Eo + mEg (com o valor de m=0,364) deve apresentar uma linha recta com a inclinação aproximadamente igual ao valor de N obtido anteriormente. 2. Os resultados da análise PVT de uma amostra de óleo de um reservatório estão apresentados na tabela 6.25: 75
O que é Análise PVT de uma amostra de óleo A pressão de bolha do sistema?	de 234,18 kgf/cm 2
Resuma: Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD Tabela 6.25: Análise PVT de uma amostra de óleo A pressão de bolha do sistema é de 234,18 kgf/cm 2.	Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD Tabela 6.25: Análise PVT de uma amostra de óleo A pressão de bolha do sistema é de 234,18 kgf/cm 2. Os dados da tabela referem-se à produção através de um único separador operando a uma pressão absoluta de 10,5 kgf/cm 2 e uma temperatura de 82 ◦C. Outros dados: cf = 122, 3 × 10−6kgf /cm2−1 cw = 42, 7 × 10−6kgf /cm2−1 Swi = 0, 20 (a) Determine a fracção recuperada (f R) de óleo até a pressão de bolha, admitindo comportamento de reservatório volumétrico. SOLUÇÃO Acima da pressão de bolha a EBM é dada pela equação 6.22 N = NpBo Boiceo∆p (6.22) Assim, a fracção recuperada é calculada por: fR = Np N = Boiceo∆p Bo Especi camente no ponto de bolha essa expressão se torna: fRb = Np N = Boiceo(pi − pb) Bob onde co = Bob − Boi Boi(pi − pb) = 1, 2511 − 1, 2417 1, 417 × (281, 29 − 234, 18) = 160, 7 × 10−6 (kgf /cm2)−1 76
O que são quando os efeitos de contração do volume poroso e expanão da água conata não?	muito importantes e portanto podem ser desprezados, a produçõa acumulada é calculada pela equação 6
Resuma: Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD ceo = coSoi + cwSwi + cf 1 − Swi = (160, 7 × 0, 80 + 42, 7 × 0, 20 + 122, 3) × 10−6 1 − 0, 20 ceo = 324, 3 × 10−6 (kgf /cm2)−1 portanto fRb = 1, 2417 × 324, 3 × 10−6 × (281, 29 − 234, 18) 1, 2511 = 0, 0152 = 1, 52% Considerando que o reservatório em questão será produzido até a pressão de abandono de 63,3 kgf/cm 2, e desprezando os efeitos da expansão da água conata e da contração do volume poroso abaixo da pressão de bolha, determine: (a) Uma expressão para a fracção recuperada (f R) de óleo no instante do abandono, como uma função da razão gás/óleo acumulada a partir da pressão de bolha (R ps).	Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD ceo = coSoi + cwSwi + cf 1 − Swi = (160, 7 × 0, 80 + 42, 7 × 0, 20 + 122, 3) × 10−6 1 − 0, 20 ceo = 324, 3 × 10−6 (kgf /cm2)−1 portanto fRb = 1, 2417 × 324, 3 × 10−6 × (281, 29 − 234, 18) 1, 2511 = 0, 0152 = 1, 52% Considerando que o reservatório em questão será produzido até a pressão de abandono de 63,3 kgf/cm 2, e desprezando os efeitos da expansão da água conata e da contração do volume poroso abaixo da pressão de bolha, determine: (a) Uma expressão para a fracção recuperada (f R) de óleo no instante do abandono, como uma função da razão gás/óleo acumulada a partir da pressão de bolha (R ps). SOLUÇÃO A partir da pressão de bolha, quando os efeitos de contração do volume poroso e expanão da água conata não são muito importantes e portanto podem ser desprezados, a produçõa acumulada é calculada pela equação 6.23: Nps = Nb(Bt − Btb Bt + (Rps − Rsb)Bg (6.23) O volume existente no reservatório na pressão de bolha ( Nb) é dadoo por Nb = N − Npb, onde o Npb é a produção acumulada até a pressão de bolha. Então, a fracção recuperada a partir da pressão de bolha ( ∆fR) em relação ao volume original de óleo N, é: ∆fR = Nps N =  1 N  Nb(Bt − Btb Bt + (Rps − Rsb)Bg =  N − Npb N  Bt − Btb Bt + (Rps − Rsb)Bg ou ∆fR =  1 − Npb N  Bt − Btb Bt + (Rps − Rsb)Bg = (1 − fRb) Bt − Btb Bt + (Rps − Rsb)Bg A fracção recuperada total, ou seja, fR = fRb + ∆fR = fRb + (1 − fRb) Bt − Btb Bt + (Rps − Rsb)Bg Ou em termos de B o fR = fRb + ∆fR = fRb + (1 − fRb) Bo − (Rsi − Rs)Bg − Bob Bo + (Rps − Rsb)Bg Substituindo-se os dados disponíveis: fR = 0, 0152 + (1 − 0, 0152)1, 0940 − (90, 83 − 21, 73) × 0, 01903 − 1, 2511 1, 0940 + (Rps − 21, 73) × 0, 01903 fR = 0, 0152 + 1, 1403 0, 6805 + 0, 01903Rps 77
O que é a saturação de óleo no reservatório?	dada por: So = Vo Vp = (N − Np)Bo Vp O volume poroso pode ser calculado em função da saturaçõa inicial de óleo, isto é: Soi = Voi Vp = N Boi Vp ⇒ Vp = N Boi Soi = N Boi 1 − Swi Substiyuindo esta expressão para V p na equação de S o, obtém-se: So = (N − Np)Bo Vp = (N − Np)Bo(1 − Swi) N Boi =  1 − Np N  Bo Boi  (1 − Swi) Sabe-se que: sg = 1 − So − Swi Admitindo-se que a saturação seja aproximadamente igual à inicial S wi, a saturação de gás é dada por: sg = 1 − So − Swi = 1 −  1 − Np N  Bo Boi  (1 − Swi) − Swi Para uma recuperação de 12 % do volume original (N p/N=0,12) e uma pressão de abandono de 63,3 kgf/cm 2, quando B o=1,0940 m 3/m 3 std, tem-se: sg = 1 − (1 − 0, 12) 1, 0940 1, 2417  (1 − 0, 20) − 0, 20 = 0, 18 = 18% 3
Resuma: Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD (b) A saturação de gás livre no reservatório quando for atingida, na pressão de abandono, uma recuperação nal de 12 % do volume de óleo original SOLUÇÃO A saturação de gás no reservatório no determinado instante da vida do produtiva pode ser de- terminada a partir da de nição de saturação de uidos.	Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD (b) A saturação de gás livre no reservatório quando for atingida, na pressão de abandono, uma recuperação nal de 12 % do volume de óleo original SOLUÇÃO A saturação de gás no reservatório no determinado instante da vida do produtiva pode ser de- terminada a partir da de nição de saturação de uidos. Após a produção de um volume N p, a saturação de óleo no reservatório é dada por: So = Vo Vp = (N − Np)Bo Vp O volume poroso pode ser calculado em função da saturaçõa inicial de óleo, isto é: Soi = Voi Vp = N Boi Vp ⇒ Vp = N Boi Soi = N Boi 1 − Swi Substiyuindo esta expressão para V p na equação de S o, obtém-se: So = (N − Np)Bo Vp = (N − Np)Bo(1 − Swi) N Boi =  1 − Np N  Bo Boi  (1 − Swi) Sabe-se que: sg = 1 − So − Swi Admitindo-se que a saturação seja aproximadamente igual à inicial S wi, a saturação de gás é dada por: sg = 1 − So − Swi = 1 −  1 − Np N  Bo Boi  (1 − Swi) − Swi Para uma recuperação de 12 % do volume original (N p/N=0,12) e uma pressão de abandono de 63,3 kgf/cm 2, quando B o=1,0940 m 3/m 3 std, tem-se: sg = 1 − (1 − 0, 12) 1, 0940 1, 2417  (1 − 0, 20) − 0, 20 = 0, 18 = 18% 3. Um reservatório de arenito está produzindo sob condições de mecanismo de gás em solução. A pressão inicial do reservatório de 2.500 psia, o per l de produção em função da pressão do reservatório está ilustrado na tabela 6.26: Tabela 6.26: Análise PVT de uma amostra de óleo (a) A razão gás-óleo acumulada é mantida em 954 scf/STB. Suponha que não haja in uxo de água e capa de gás. Calcule o volume original de óleo no reservatório. SOLUÇÃO Equações a para gerar a tabela 6.27 e o grá co 6.28. 78
Resuma: Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD F = Np [Bo + (Rp − Rs)Bg] Eo = (Bo − Boi) + (Rsi − Rs)Bg Tabela 6.27: Solução do exercício 3 da Aula 15 Figura 6.28: Grá co F versus Eo.	Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD F = Np [Bo + (Rp − Rs)Bg] Eo = (Bo − Boi) + (Rsi − Rs)Bg Tabela 6.27: Solução do exercício 3 da Aula 15 Figura 6.28: Grá co F versus Eo. Através do grá co 6.28 N=261,16 MMSTB. 4. Os seguintes dados e os da tabela 6.28 estão disponíveis para um reservatório fraturado naturalmente: N = 650 MMSTB (últma estimativa volumétrica) p i = 7150 psia p b = 4500 psia B oi = 1,743 bbl/stb B ob = 1,850 bbl/stb c w = 3,0 × 10 −6/psi c f = 3,3 × 10 −6/psi S wi = 0,43 N pb = 43,473 MMstb (Óleo de reservatório para pressão de saturação (bolha)) W p = 0 (Negligenciando a produção de água) 79
O que é Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD Tabela 6.28?	Dados do exercício 4 da Aula 15 (a) Calcule o volume inicial de óleo e a saturação de gás no reservatório após 72 meses de produção. SOLUÇÃO Os cáculos estão ilustrados na tabela 6.29 e gura 6.29 Tabela 6.29: Solução do exercício 4 da Aula 11 80
Resuma: Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD Tabela 6.28: Dados do exercício 4 da Aula 15 (a) Calcule o volume inicial de óleo e a saturação de gás no reservatório após 72 meses de produção.	Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD Tabela 6.28: Dados do exercício 4 da Aula 15 (a) Calcule o volume inicial de óleo e a saturação de gás no reservatório após 72 meses de produção. SOLUÇÃO Os cáculos estão ilustrados na tabela 6.29 e gura 6.29 Tabela 6.29: Solução do exercício 4 da Aula 11 80
O que é a linha recta não?	tão boa e superes- timamos o N (647 MMSTB) como ilustrado na gura 6
Resuma: Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD Figura 6.29: Grá co F versus (Eo + Ef w).	Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD Figura 6.29: Grá co F versus (Eo + Ef w). Através do grá co 6.29, N=569,64 MMSTB (b) Se tivéssemos negligenciado a compressibilidade da água e das rochas, qual seria a variação volume de óleo? SOLUÇÃO Se negligenciarmos a compressibilidade da água e da rocha, a linha recta não é tão boa e superes- timamos o N (647 MMSTB) como ilustrado na gura 6.30. Nota que o valor é muito próximo do valor estimado pelo método volumétrico Figura 6.30: Grá co F versus Eo. AULA 12 - Equação de Balanço de Materiais em reservatórios de Gás 1. Um reservatório volumétrico de gás com uma área de 1.060 acres e espessura de 54 ft, saturação de água conata irredutivel de 52 %, porosidade de 13 % e temperatura do reservatorio de 164 ◦F. O histórico de produção deste reservatório está ilustrado na tabela 6.30. 81
Resuma: Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD (a) Calcule o volume original de gás volumetricamente e através de MBE.	Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD (a) Calcule o volume original de gás volumetricamente e através de MBE. Tabela 6.30: Dados do exercício 1 da Aula 12 SOLUÇÃO Primeiro passo, temos de calcular o factor volume-formação inicial do gás Bgi = 0, 02827 ziT pi = 0, 028270, 869(164 + 460) 1798 = 0, 00853 f t3/scf Segundo passo, calculemos o volume inicial de gás no reservatório usando o método volumétrico G = 43.560Ahϕ(1 − Swi) Bgi = 43.560 × 1060 × 54 × 0, 13(1 − 0, 52) 0, 00853 = 18, 25 M M M scf Usando a EBM, o resultado está ilustrado na gura 6.31. A intersecção do da linha recta com o eixo de abcissa, representa o volume inicial de gás. Figura 6.31: Grá co p/z versus Gp. A interseção com o eixo das abcissas ocorre para p/z=0, logo: p z = −148, 29Gp + 2070, 4 ⇒ p z = 0 ⇒ 0 = −148, 29Gp + 2070, 4 ⇒ Gp = 13, 96 M M M scf Portanto, como a interseção com o eixo das abcisssas representa o volume original de gás, logo G=13,96 MMMscf 82
O que são Os outros dados disponíveis deste reservatório?	ilustrados na tabela 6
Resuma: Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD 2.	Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD 2. Um reservatório volumétrico de gás apresenta uma pressão de 4.200 psia, temperatura de 180 ◦F e factor de compressibilidade de gás de 0,8 para 2.000 psia. Os outros dados disponíveis deste reservatório são ilustrados na tabela 6.31: Ignorando a compressibilidade da água e da rocha: Tabela 6.31: Dados do exercício 2 da Aula 12 (a) Qual será o gas produzido acumulado para uma pressao de abandono de 2.000 psia? SOLUÇÃO A gura 6.32 está apresentada a equação que mais ajuste tendo em conta os dados disponíveis Figura 6.32: Grá co p/z versus Gp. Para a pressão de abandono de 2000 psia, o z=0,8, logo: p z = −900Gp + 4600 ⇒ p z = 2000 0, 8 ⇒ 2000 0, 8 = −900Gp + 4600 ⇒ Gp = 2, 33 M M M scf (b) Assumindo que a rocha do reservatório tenha uma porosidade de 12 %, saturação de água conata irredutivel de 30 % e espessura do reservatório de 15 ft. Qual é a área em acres coberta pelo reservatório? SOLUÇÃO Para este caso, igualemos p/z=0 na equação ajustada, ou seja: 83
Resuma: Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD p z = −900Gp + 4600 ⇒ p z = 0 ⇒ 0 = −900Gp + 4600 ⇒ Gp = 5, 11 M M M scf O pi zi = 4600 na equação ajustada na gura 6.32, visto que a sua forma geral é: p z = pi zi − pi ziG Gp Com este dado e outros dados, podemos calcular o valor de Bgi, ou seja: Bgi = 0, 02827 ziT pi = 0, 02827 T pi zi = 0, 02827(180 + 460) 4600 = 3, 933 × 10−3 f t3/scf Tendo o valor B gi, podemos determinar a área coberta pelo reservatório, ou seja: G = 43.560Ahϕ(1 − Swi) Bgi = 43.560 × A × 15 × 0, 12(1 − 0, 30) 3, 933 × 10−3 = 5, 11 M M M scf Explicitando em ordem a área, A, tem-se: A = 366, 4 acres 3.	Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD p z = −900Gp + 4600 ⇒ p z = 0 ⇒ 0 = −900Gp + 4600 ⇒ Gp = 5, 11 M M M scf O pi zi = 4600 na equação ajustada na gura 6.32, visto que a sua forma geral é: p z = pi zi − pi ziG Gp Com este dado e outros dados, podemos calcular o valor de Bgi, ou seja: Bgi = 0, 02827 ziT pi = 0, 02827 T pi zi = 0, 02827(180 + 460) 4600 = 3, 933 × 10−3 f t3/scf Tendo o valor B gi, podemos determinar a área coberta pelo reservatório, ou seja: G = 43.560Ahϕ(1 − Swi) Bgi = 43.560 × A × 15 × 0, 12(1 − 0, 30) 3, 933 × 10−3 = 5, 11 M M M scf Explicitando em ordem a área, A, tem-se: A = 366, 4 acres 3. Para o uxo monofásico a EBM geral de um reservatório de gás toma a seguinte forma: GpBp + WpBw = G(Bg − Bgi) + GBgi  cwSwi + cf 1 − Swi  ∆p + We + WinjBw + GinjBginj Considerando um reservatório volumétrico (reservatório fechado), ignorando o efeito de compressibili- dade de água e da formação, prova que: p z = pi zi − pi ziG Gp SOLUÇÃO Para um reservatório volumétrico (reservatório fechado), ignorando o efeito de compressibilidade de água e da formação, tem-se: G(Bg − Bgi) = GpBg (6.24) Sabemos que: Bg = Vg, bbl Vg, scf e Vg = znRT p Portanto: Bg = znRT p psc zscnRTsc = psc zscTsc T z p = C z p (6.25) 84
